"muniYear","state","muni","year","Winner2","PAN","PRI","PRD","nulos","noreg","total","win_state","wintop_state","win","win_top","prevyear","difY","inc","inc_top","conco","PRI_ofi","PAN_ofi","PRD_ofi","edo_year"
"02004_1992",2,2004,1992,"PAN",133672,126918,11028,0,0,286184,"PAN","PAN","PAN","PAN",1989,3,"PAN","PAN",1,1,0,0,"02_1992"
"02004_1995",2,2004,1995,"PAN",151854,115296,10287,6591,0,286229,"PAN","PAN","PAN","PAN",1992,3,"PAN","PAN",1,0,1,0,"02_1995"
"02004_1998",2,2004,1998,"PAN",116244,98669,25065,6670,0,249033,"PAN","PAN","PAN","PAN",1995,3,"PAN","PAN",1,0,1,0,"02_1998"
"02004_2001",2,2004,2001,"PAN_PVEM",109115,87517,13833,5325,0,227375,"PAN","PAN","PAN","PAN",1998,3,"PAN","PAN",1,0,1,0,"02_2001"
"02004_2004",2,2004,2004,"PRI",134428,139230,9887,4501,0,286311,"PAN_PVEM","PAN","PRI","PRI",2001,3,"PAN","PAN",0,0,1,0,"02_2004"
"02004_2007",2,2004,2007,"PAN_PNA_PES",206367,200944,8467,5860,0,421456,"PAN_PVEM","PAN","PAN","PAN",2004,3,"PRI","PRI",1,0,1,0,"02_2007"
"02004_2010",2,2004,2010,"PRI_PVEM",160456,179083,9330,9402,0,368523,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PAN","PAN",0,1,0,0,"02_2010"
"02004_2013",2,2004,2013,"PRI_PVEM_PT_PES",0,216784,0,11961,1522,435514,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI","PRI",0,0,1,0,"02_2013"
"02005_1998",2,2005,1998,"PAN",6055,5058,1367,393,0,13101,"PAN","PAN","PAN","PAN",NA,NA,NA,NA,1,NA,NA,NA,"02_1998"
"02005_2001",2,2005,2001,"PAN_PVEM",6324,3141,348,249,0,14874,"PAN","PAN","PAN","PAN",1998,3,"PAN","PAN",1,NA,NA,NA,"02_2001"
"02005_2004",2,2005,2004,"PAN",7056,4170,4539,335,0,16151,"PAN_PVEM","PAN","PAN","PAN",2001,3,"PAN","PAN",1,0,1,0,"02_2004"
"02005_2007",2,2005,2007,"PRI_PVEM_PEBC",9737,15953,857,474,0,26827,"PAN_PVEM","PAN","PRI","PRI",2004,3,"PAN","PAN",0,0,1,0,"02_2007"
"02005_2010",2,2005,2010,"PRI_PVEM",8752,11998,886,548,0,23535,"PAN_PNA_PES","PAN","PRI","PRI",2007,3,"PRI","PRI",0,0,1,0,"02_2010"
"02005_2013",2,2005,2013,"PRI_PVEM_PT_PES",0,26423,0,1277,190,47473,"PAN_PNA_PES","PAN","PRI","PRI",2010,3,"PRI","PRI",0,1,0,0,"02_2013"
"03001_1980",3,3001,1980,"PRI",0,8678,0,NA,NA,10983,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"03_1980"
"03001_1983",3,3001,1983,"PRI",6477,8697,106,NA,NA,15409,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"03_1983"
"03001_1987",3,3001,1987,"PRI",4226,15654,0,0,0,20136,"PRI","PRI","PRI","PRI",1983,4,"PRI","PRI",1,1,0,0,"03_1987"
"03001_1990",3,3001,1990,"PRI",4572,11719,113,0,0,16885,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"03_1990"
"03001_1993",3,3001,1993,"PAN",12544,7350,1,0,0,19968,"PRI","PRI","PAN","PAN",1990,3,"PRI","PRI",0,1,0,0,"03_1993"
"03001_1996",3,3001,1996,"PRI",9906,10007,1131,467,13,21623,"PRI","PRI","PRI","PRI",1993,3,"PAN","PAN",1,1,0,0,"03_1996"
"03001_1999",3,3001,1999,"PRD_PT",7225,7742,8785,1059,0,23820,"PRD_PT","PRD","PRD","PRD",1996,3,"PRI","PRI",1,0,1,0,"03_1999"
"03001_2002",3,3001,2002,"PRD_PT",6785,8065,8694,0,0,24640,"PRD_PT","PRD","PRD","PRD",1999,3,"PRD","PRD",1,1,0,0,"03_2002"
"03001_2005",3,3001,2005,"PRD_MC",1294,7957,9780,987,12,24850,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRD","PRD",1,0,0,1,"03_2005"
"03001_2008",3,3001,2008,"PRD_PT_MC",6721,2573,10364,818,1,21313,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD","PRD",1,0,0,1,"03_2008"
"03001_2011",3,3001,2011,"PAN_PRS",17032,5772,8239,892,16,31839,"PAN_PRS","PAN","PAN","PAN",2008,3,"PRD","PRD",1,0,0,1,"03_2011"
"03002_1980",3,3002,1980,"PRI",0,4457,0,NA,NA,5912,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"03_1980"
"03002_1983",3,3002,1983,"PRI",0,5383,0,NA,NA,6036,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"03_1983"
"03002_1987",3,3002,1987,"PRI",0,10893,0,0,0,11830,"PRI","PRI","PRI","PRI",1983,4,"PRI","PRI",1,1,0,0,"03_1987"
"03002_1990",3,3002,1990,"PRI",3394,4505,48,0,0,8106,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"03_1990"
"03002_1993",3,3002,1993,"PRI",5359,6817,0,0,0,12178,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"03_1993"
"03002_1996",3,3002,1996,"PRI",6869,7099,2,363,1,14121,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"03_1996"
"03002_1999",3,3002,1999,"PAN",9561,7415,0,999,57,16976,"PRD_PT","PRD","PAN","PAN",1996,3,"PRI","PRI",0,1,0,0,"03_1999"
"03002_2002",3,3002,2002,"PRI",1590,6808,6542,398,0,15162,"PRD_PT","PRD","PRI","PRI",1999,3,"PAN","PAN",0,1,0,0,"03_2002"
"03002_2005",3,3002,2005,"PRD_MC",1028,5595,7725,629,11,17149,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRI","PRI",1,0,1,0,"03_2005"
"03002_2008",3,3002,2008,"PRD_PT_MC",1456,7280,8188,725,3,16924,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD","PRD",1,1,0,0,"03_2008"
"03002_2011",3,3002,2011,"PRD_PT",6050,7006,7849,689,22,21496,"PAN_PRS","PAN","PRD","PRD",2008,3,"PRD","PRD",0,0,0,1,"03_2011"
"03003_1980",3,3003,1980,"PRI",0,27294,0,NA,NA,30040,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"03_1980"
"03003_1983",3,3003,1983,"PRI",0,26549,3393,NA,NA,31157,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"03_1983"
"03003_1987",3,3003,1987,"PRI",7056,28250,1090,0,0,37926,"PRI","PRI","PRI","PRI",1983,4,"PRI","PRI",1,1,0,0,"03_1987"
"03003_1990",3,3003,1990,"PRI",12761,18640,1095,0,0,33543,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"03_1990"
"03003_1993",3,3003,1993,"PAN",28341,19907,300,0,0,49433,"PRI","PRI","PAN","PAN",1990,3,"PRI","PRI",0,1,0,0,"03_1993"
"03003_1996",3,3003,1996,"PRI",22348,34968,2466,1185,30,62017,"PRI","PRI","PRI","PRI",1993,3,"PAN","PAN",1,1,0,0,"03_1996"
"03003_1999",3,3003,1999,"PRD_PT",4206,29660,46770,1222,5,80688,"PRD_PT","PRD","PRD","PRD",1996,3,"PRI","PRI",1,0,1,0,"03_1999"
"03003_2002",3,3003,2002,"PRD_PT",7189,10565,26387,1373,18,62935,"PRD_PT","PRD","PRD","PRD",1999,3,"PRD","PRD",1,1,0,0,"03_2002"
"03003_2005",3,3003,2005,"PRD_MC",6483,26123,37872,2212,94,77445,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRD","PRD",1,0,0,1,"03_2005"
"03003_2008",3,3003,2008,"PRD_PT_MC",9550,11229,24115,1506,72,64572,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD","PRD",1,0,0,1,"03_2008"
"03003_2011",3,3003,2011,"PRI_PVEM",33103,41068,15903,2763,92,105864,"PAN_PRS","PAN","PRI","PRI",2008,3,"PRD","PRD",0,0,0,1,"03_2011"
"03008_1980",3,3008,1980,"PRI",0,6094,0,NA,NA,6234,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"03_1980"
"03008_1983",3,3008,1983,"PRI",0,6000,1160,NA,NA,7160,"PRI","PRI","PRI","PRI",1980,3,"PRI","PRI",1,NA,NA,NA,"03_1983"
"03008_1987",3,3008,1987,"PRI",0,7815,0,0,0,8096,"PRI","PRI","PRI","PRI",1983,4,"PRI","PRI",1,1,0,0,"03_1987"
"03008_1990",3,3008,1990,"PRI",769,6752,167,0,0,7746,"PRI","PRI","PRI","PRI",1987,3,"PRI","PRI",1,1,0,0,"03_1990"
"03008_1993",3,3008,1993,"PRI",3798,7068,42,0,0,10966,"PRI","PRI","PRI","PRI",1990,3,"PRI","PRI",1,1,0,0,"03_1993"
"03008_1996",3,3008,1996,"PRI",5943,7125,202,1115,7,19164,"PRI","PRI","PRI","PRI",1993,3,"PRI","PRI",1,1,0,0,"03_1996"
"03008_1999",3,3008,1999,"PRD_PT",1577,10827,13484,641,0,25888,"PRD_PT","PRD","PRD","PRD",1996,3,"PRI","PRI",1,1,0,0,"03_1999"
"03008_2002",3,3008,2002,"PRD_PT",9718,3309,14951,666,3,31065,"PRD_PT","PRD","PRD","PRD",1999,3,"PRD","PRD",1,1,0,0,"03_2002"
"03008_2005",3,3008,2005,"PRD_MC",0,9260,18329,2187,85,32887,"PRD_CONV","PRD","PRD","PRD",2002,3,"PRD","PRD",1,0,0,1,"03_2005"
"03008_2008",3,3008,2008,"PRD_PT_MC",2401,19430,25309,1521,6,47461,"PRD_CONV","PRD","PRD","PRD",2005,3,"PRD","PRD",1,0,0,1,"03_2008"
"03008_2011",3,3008,2011,"PRD_PT",17213,16621,19842,1721,116,62622,"PAN_PRS","PAN","PRD","PRD",2008,3,"PRD","PRD",0,0,0,1,"03_2011"
"03009_1993",3,3009,1993,"PAN",1735,1728,0,0,0,3463,"PRI","PRI","PAN","PAN",NA,NA,NA,NA,0,NA,NA,NA,"03_1993"
"03009_1996",3,3009,1996,"PRI",2003,2351,0,68,8,4506,"PRI","PRI","PRI","PRI",1993,3,"PAN","PAN",1,NA,NA,NA,"03_1996"
"03009_1999",3,3009,1999,"PRI",2122,2364,579,206,0,5065,"PRD_PT","PRD","PRI","PRI",1996,3,"PRI","PRI",0,0,1,0,"03_1999"
"03009_2002",3,3009,2002,"PAN",2125,1259,1896,0,0,5337,"PRD_PT","PRD","PAN","PAN",1999,3,"PRI","PRI",0,1,0,0,"03_2002"
"03009_2005",3,3009,2005,"PAN",2121,1597,1680,191,0,5646,"PRD_CONV","PRD","PAN","PAN",2002,3,"PAN","PAN",0,1,0,0,"03_2005"
"03009_2008",3,3009,2008,"PRD_PT_MC",1410,0,3659,145,0,6653,"PRD_CONV","PRD","PRD","PRD",2005,3,"PAN","PAN",1,0,1,0,"03_2008"
"03009_2011",3,3009,2011,"PRI_PVEM",2525,2737,1498,204,2,8243,"PAN_PRS","PAN","PRI","PRI",2008,3,"PRD","PRD",0,0,1,0,"03_2011"
"04001_1982",4,4001,1982,"PRI",0,12569,3,NA,NA,12578,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04001_1985",4,4001,1985,"PRI",41,13005,0,0,0,13153,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04001_1988",4,4001,1988,"PRI",91,11256,128,0,0,12568,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04001_1991",4,4001,1991,"PRI",315,10468,88,0,0,12185,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04001_1994",4,4001,1994,"PRI",1269,11692,2009,488,0,16009,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04001_1997",4,4001,1997,"PRI",264,9869,5492,0,0,17743,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04001_2000",4,4001,2000,"PRI",5985,10642,1032,921,0,19070,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04001_2003",4,4001,2003,"PAN",10022,9749,96,409,0,20702,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,1,0,0,"04_2003"
"04001_2006",4,4001,2006,"PRI",6736,8707,4678,771,0,22908,"PRI","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"04_2006"
"04001_2009",4,4001,2009,"PRI_PNA",11122,11773,425,605,NA,24667,"PRI_PNA","PRI","PRI","PRI",2006,3,"PRI","PRI",1,0,1,0,"04_2009"
"04001_2012",4,4001,2012,"PRI_PVEM",7066,16740,808,960,0,28335,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"04_2012"
"04002_1982",4,4002,1982,"PRI",1619,17879,0,NA,NA,19659,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04002_1985",4,4002,1985,"PRI",667,22166,0,0,0,23331,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04002_1988",4,4002,1988,"PRI",2516,16594,297,0,0,20746,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04002_1991",4,4002,1991,"PRI",1342,24113,175,0,0,33786,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04002_1994",4,4002,1994,"PRI",20360,39539,13200,1392,0,78069,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04002_1997",4,4002,1997,"PRI",26335,29378,19995,0,0,81572,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04002_2000",4,4002,2000,"PRI",28331,38711,8293,3287,0,83581,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04002_2003",4,4002,2003,"PRI",33609,46200,1085,2423,0,92077,"PRI","PRI","PRI","PRI",2000,3,"PRI","PRI",1,1,0,0,"04_2003"
"04002_2006",4,4002,2006,"PRI",32357,38736,25216,3298,0,101223,"PRI","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"04_2006"
"04002_2009",4,4002,2009,"PAN",57408,46923,3199,2720,NA,112349,"PRI_PNA","PRI","PAN","PAN",2006,3,"PRI","PRI",0,1,0,0,"04_2009"
"04002_2012",4,4002,2012,"PRI_PVEM",25658,67079,10561,5173,0,114170,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"04_2012"
"04003_1982",4,4003,1982,"PRI",220,20842,197,NA,NA,21797,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04003_1985",4,4003,1985,"PRI",47,40446,0,0,0,40785,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04003_1988",4,4003,1988,"PRI",0,24073,547,0,0,28083,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04003_1991",4,4003,1991,"PRI",1510,14816,521,0,0,18581,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04003_1994",4,4003,1994,"PRI",9132,32839,9993,1042,0,54885,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04003_1997",4,4003,1997,"PRI",2549,25554,21616,0,0,51762,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04003_2000",4,4003,2000,"PAN",27248,21297,4597,1826,0,56356,"PRI","PRI","PAN","PAN",1997,3,"PRI","PRI",0,1,0,0,"04_2000"
"04003_2003",4,4003,2003,"PAN",21799,20374,1121,1483,0,55596,"PRI","PRI","PAN","PAN",2000,3,"PAN","PAN",0,1,0,0,"04_2003"
"04003_2006",4,4003,2006,"PAN",25789,24150,16972,2266,0,68496,"PRI","PRI","PAN","PAN",2003,3,"PAN","PAN",0,0,1,0,"04_2006"
"04003_2009",4,4003,2009,"PRI_PNA",29571,35528,1290,1876,NA,69205,"PRI_PNA","PRI","PRI","PRI",2006,3,"PAN","PAN",1,0,1,0,"04_2009"
"04003_2012",4,4003,2012,"PRI_PVEM",33257,38426,6642,4585,0,83797,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,0,1,0,"04_2012"
"04004_1982",4,4004,1982,"PRI",0,13560,96,NA,NA,13730,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04004_1985",4,4004,1985,"PRI",0,19467,0,0,0,19582,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04004_1988",4,4004,1988,"PRI",0,12448,282,0,0,14040,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04004_1991",4,4004,1991,"PRI",0,12572,709,0,0,13977,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04004_1994",4,4004,1994,"PRI",1926,16676,4964,0,0,24191,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04004_1997",4,4004,1997,"PRD",452,10628,11165,0,0,22786,"PRI","PRI","PRD","PRD",1994,3,"PRI","PRI",0,1,0,0,"04_1997"
"04004_2000",4,4004,2000,"PRI",1831,13053,3534,1477,0,24602,"PRI","PRI","PRI","PRI",1997,3,"PRD","PRD",1,1,0,0,"04_2000"
"04004_2003",4,4004,2003,"PAN",12347,10999,518,1303,0,27587,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,0,0,1,"04_2003"
"04004_2006",4,4004,2006,"PRI",9543,10323,3054,1522,0,29297,"PRI","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"04_2006"
"04004_2009",4,4004,2009,"PRI_PNA",16078,17464,226,872,NA,35268,"PRI_PNA","PRI","PRI","PRI",2006,3,"PRI","PRI",1,0,1,0,"04_2009"
"04004_2012",4,4004,2012,"PRI_PVEM",13371,19261,2176,1908,0,37805,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,1,0,0,"04_2012"
"04005_1982",4,4005,1982,"PRI",0,3445,0,NA,NA,3445,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04005_1985",4,4005,1985,"PRI",0,4312,0,0,0,4324,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04005_1988",4,4005,1988,"PRI",0,5217,25,0,0,5936,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04005_1991",4,4005,1991,"PRI",1,4145,27,0,0,5558,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04005_1994",4,4005,1994,"PRI",140,5145,2924,299,0,8497,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04005_1997",4,4005,1997,"PRI",121,3882,1675,0,0,8243,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04005_2000",4,4005,2000,"PRI",2070,6039,1435,395,0,10074,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04005_2003",4,4005,2003,"PAN",5278,5136,208,506,0,11182,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,1,0,0,"04_2003"
"04005_2006",4,4005,2006,"PRI",785,5872,333,609,0,12611,"PRI","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"04_2006"
"04005_2009",4,4005,2009,"PAN",7046,6070,264,286,NA,14143,"PRI_PNA","PRI","PAN","PAN",2006,3,"PRI","PRI",0,0,1,0,"04_2009"
"04005_2012",4,4005,2012,"PRI_PVEM",5502,5514,169,466,0,15255,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"04_2012"
"04006_1982",4,4006,1982,"PRI",358,7142,0,NA,NA,7527,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04006_1985",4,4006,1985,"PRI",186,9634,0,0,0,9833,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04006_1988",4,4006,1988,"PRI",445,5714,0,0,0,6865,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04006_1991",4,4006,1991,"PRI",3,5386,619,0,0,8035,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04006_1994",4,4006,1994,"PRI",648,8578,2013,191,0,12347,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04006_1997",4,4006,1997,"PRI",273,6341,2172,0,0,9913,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04006_2000",4,4006,2000,"PRI",2799,5499,2068,739,0,10978,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04006_2003",4,4006,2003,"PAN",5648,5439,357,471,0,11892,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,1,0,0,"04_2003"
"04006_2006",4,4006,2006,"PRI",4653,5103,1244,616,0,13213,"PRI","PRI","PRI","PRI",2003,3,"PAN","PAN",1,1,0,0,"04_2006"
"04006_2009",4,4006,2009,"PAN",9519,6093,157,241,NA,15964,"PRI_PNA","PRI","PAN","PAN",2006,3,"PRI","PRI",0,0,1,0,"04_2009"
"04006_2012",4,4006,2012,"PRI_PVEM",7074,8384,274,539,0,16715,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"04_2012"
"04007_1982",4,4007,1982,"PRI",0,2558,0,NA,NA,2558,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04007_1985",4,4007,1985,"PRI",22,2650,0,0,0,2672,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04007_1988",4,4007,1988,"PRI",0,3382,0,0,0,3382,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04007_1991",4,4007,1991,"PRI",0,2816,128,0,0,2944,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04007_1994",4,4007,1994,"PRI",54,2346,249,1262,0,2671,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04007_1997",4,4007,1997,"PRI",105,2049,620,0,0,2812,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04007_2000",4,4007,2000,"PRI",29,1845,1529,140,0,3413,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04007_2003",4,4007,2003,"PRI",306,1590,32,144,0,3505,"PRI","PRI","PRI","PRI",2000,3,"PRI","PRI",1,1,0,0,"04_2003"
"04007_2006",4,4007,2006,"PRD_PT_MC",162,1581,1905,217,0,3806,"PRI","PRI","PRD","PRD",2003,3,"PRI","PRI",0,1,0,0,"04_2006"
"04007_2009",4,4007,2009,"PRI_PNA",275,2241,32,269,NA,4158,"PRI_PNA","PRI","PRI","PRI",2006,3,"PRD","PRD",1,1,0,0,"04_2009"
"04007_2012",4,4007,2012,"PRI_PVEM",2334,2383,121,149,0,4995,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,0,0,1,"04_2012"
"04008_1982",4,4008,1982,"PRI",90,1071,0,NA,NA,1163,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1982"
"04008_1985",4,4008,1985,"PRI",460,1302,0,0,0,1766,"PRI","PRI","PRI","PRI",1982,3,"PRI","PRI",1,NA,NA,NA,"04_1985"
"04008_1988",4,4008,1988,"PRI",168,1700,0,0,0,1868,"PRI","PRI","PRI","PRI",1985,3,"PRI","PRI",1,1,0,0,"04_1988"
"04008_1991",4,4008,1991,"PRI",6,1965,106,0,0,2314,"PRI","PRI","PRI","PRI",1988,3,"PRI","PRI",1,1,0,0,"04_1991"
"04008_1994",4,4008,1994,"PRI",190,2314,223,145,0,3154,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,1,0,0,"04_1994"
"04008_1997",4,4008,1997,"PRI",60,1679,1090,0,0,3421,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04008_2000",4,4008,2000,"PRI",141,2380,209,177,0,3886,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04008_2003",4,4008,2003,"PRI",1755,2213,74,178,0,4271,"PRI","PRI","PRI","PRI",2000,3,"PRI","PRI",1,1,0,0,"04_2003"
"04008_2006",4,4008,2006,"PRI",807,2973,215,549,0,4230,"PRI","PRI","PRI","PRI",2003,3,"PRI","PRI",1,1,0,0,"04_2006"
"04008_2009",4,4008,2009,"PAN",2680,2491,15,213,NA,5307,"PRI_PNA","PRI","PAN","PAN",2006,3,"PRI","PRI",0,1,0,0,"04_2009"
"04008_2012",4,4008,2012,"PRI_PVEM",2022,3071,98,151,0,5766,"PRI_PNA","PRI","PRI","PRI",2009,3,"PAN","PAN",1,1,0,0,"04_2012"
"04009_1991",4,4009,1991,"PRI",2,6896,580,0,0,8555,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1991"
"04009_1994",4,4009,1994,"PRI",347,10374,5532,132,0,16811,"PRI","PRI","PRI","PRI",1991,3,"PRI","PRI",1,NA,NA,NA,"04_1994"
"04009_1997",4,4009,1997,"PRI",318,8982,4967,0,0,14867,"PRI","PRI","PRI","PRI",1994,3,"PRI","PRI",1,1,0,0,"04_1997"
"04009_2000",4,4009,2000,"PRI",976,6595,5450,662,0,13727,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,1,0,0,"04_2000"
"04009_2003",4,4009,2003,"PAN",6891,5522,1292,670,0,15170,"PRI","PRI","PAN","PAN",2000,3,"PRI","PRI",0,1,0,0,"04_2003"
"04009_2006",4,4009,2006,"PRD_PT_MC",2456,4848,6290,852,0,17091,"PRI","PRI","PRD","PRD",2003,3,"PAN","PAN",0,1,0,0,"04_2006"
"04009_2009",4,4009,2009,"PRI_PNA",7496,8170,752,763,NA,18924,"PRI_PNA","PRI","PRI","PRI",2006,3,"PRD","PRD",1,0,1,0,"04_2009"
"04009_2012",4,4009,2012,"PRI_PVEM",9287,10783,942,1251,0,21906,"PRI_PNA","PRI","PRI","PRI",2009,3,"PRI","PRI",1,0,0,1,"04_2012"
"04010_1997",4,4010,1997,"PRI",211,3351,2180,0,0,5983,"PRI","PRI","PRI","PRI",NA,NA,NA,NA,1,NA,NA,NA,"04_1997"
"04010_2000",4,4010,2000,"PRI",488,3305,1281,442,0,5330,"PRI","PRI","PRI","PRI",1997,3,"PRI","PRI",1,NA,NA,NA,"04_2000"
"04010_2003",4,4010,2003,"PRI",2274,2692,232,192,0,5953,"PRI","PRI","PRI","PRI",2000,3,"PRI","PRI",1,1,0,0,"04_2003"
