"muniYear","homicidios"
"05036_2012",NA
"05036_2013",7
"05036_2014",2
"05036_2015",1
"05037_1994",1
"05037_1995",NA
"05037_1996",NA
"05037_1997",NA
"05037_1998",2
"05037_1999",NA
"05037_2000",NA
"05037_2001",NA
"05037_2002",NA
"05037_2003",NA
"05037_2004",NA
"05037_2005",NA
"05037_2006",NA
"05037_2007",NA
"05037_2008",NA
"05037_2009",NA
"05037_2010",1
"05037_2011",NA
"05037_2012",1
"05037_2013",NA
"05037_2014",1
"05037_2015",NA
"05038_1994",1
"05038_1995",NA
"05038_1996",3
"05038_1997",NA
"05038_1998",5
"05038_1999",1
"05038_2000",NA
"05038_2001",1
"05038_2002",NA
"05038_2003",NA
"05038_2004",1
"05038_2005",NA
"05038_2006",NA
"05038_2007",NA
"05038_2008",NA
"05038_2009",NA
"05038_2010",1
"05038_2011",NA
"05038_2012",3
"05038_2013",2
"05038_2014",3
"05038_2015",1
"06001_1994",4
"06001_1995",1
"06001_1996",1
"06001_1997",1
"06001_1998",5
"06001_1999",2
"06001_2000",4
"06001_2001",4
"06001_2002",2
"06001_2003",1
"06001_2004",3
"06001_2005",1
"06001_2006",5
"06001_2007",2
"06001_2008",4
"06001_2009",1
"06001_2010",8
"06001_2011",18
"06001_2012",25
"06001_2013",20
"06001_2014",12
"06001_2015",8
"06002_1994",20
"06002_1995",22
"06002_1996",10
"06002_1997",17
"06002_1998",21
"06002_1999",21
"06002_2000",18
"06002_2001",20
"06002_2002",13
"06002_2003",12
"06002_2004",22
"06002_2005",7
"06002_2006",10
"06002_2007",11
"06002_2008",25
"06002_2009",17
"06002_2010",37
"06002_2011",59
"06002_2012",75
"06002_2013",57
"06002_2014",36
"06002_2015",50
"06003_1994",1
"06003_1995",3
"06003_1996",2
"06003_1997",2
"06003_1998",1
"06003_1999",2
"06003_2000",1
"06003_2001",1
"06003_2002",NA
"06003_2003",NA
"06003_2004",1
"06003_2005",2
"06003_2006",NA
"06003_2007",3
"06003_2008",1
"06003_2009",1
"06003_2010",5
"06003_2011",4
"06003_2012",3
"06003_2013",4
"06003_2014",NA
"06003_2015",5
"06004_1994",3
"06004_1995",4
"06004_1996",4
"06004_1997",1
"06004_1998",2
"06004_1999",2
"06004_2000",3
"06004_2001",1
"06004_2002",2
"06004_2003",2
"06004_2004",3
"06004_2005",1
"06004_2006",2
"06004_2007",1
"06004_2008",2
"06004_2009",4
"06004_2010",2
"06004_2011",1
"06004_2012",6
"06004_2013",5
"06004_2014",6
"06004_2015",5
"06005_1994",4
"06005_1995",1
"06005_1996",1
"06005_1997",1
"06005_1998",2
"06005_1999",2
"06005_2000",4
"06005_2001",3
"06005_2002",1
"06005_2003",3
"06005_2004",NA
"06005_2005",2
"06005_2006",NA
"06005_2007",NA
"06005_2008",3
"06005_2009",2
"06005_2010",4
"06005_2011",1
"06005_2012",2
"06005_2013",6
"06005_2014",5
"06005_2015",20
"06006_1994",1
"06006_1995",NA
"06006_1996",NA
"06006_1997",NA
"06006_1998",2
"06006_1999",1
"06006_2000",1
"06006_2001",NA
"06006_2002",NA
"06006_2003",NA
"06006_2004",NA
"06006_2005",NA
"06006_2006",NA
"06006_2007",NA
"06006_2008",1
"06006_2009",NA
"06006_2010",2
"06006_2011",1
"06006_2012",4
"06006_2013",2
"06006_2014",NA
"06006_2015",NA
"06007_1994",20
"06007_1995",14
"06007_1996",9
"06007_1997",11
"06007_1998",17
"06007_1999",12
"06007_2000",12
"06007_2001",9
"06007_2002",8
"06007_2003",10
"06007_2004",9
"06007_2005",14
"06007_2006",14
"06007_2007",17
"06007_2008",14
"06007_2009",19
"06007_2010",33
"06007_2011",25
"06007_2012",42
"06007_2013",67
"06007_2014",36
"06007_2015",73
"06008_1994",1
"06008_1995",1
"06008_1996",2
"06008_1997",1
"06008_1998",1
"06008_1999",NA
"06008_2000",2
"06008_2001",NA
"06008_2002",1
"06008_2003",1
"06008_2004",NA
"06008_2005",1
"06008_2006",1
"06008_2007",NA
"06008_2008",NA
"06008_2009",1
"06008_2010",NA
"06008_2011",NA
"06008_2012",1
"06008_2013",2
"06008_2014",4
"06008_2015",2
"06009_1994",20
"06009_1995",14
"06009_1996",13
"06009_1997",14
"06009_1998",11
"06009_1999",14
"06009_2000",9
"06009_2001",17
"06009_2002",12
"06009_2003",8
"06009_2004",13
"06009_2005",16
"06009_2006",10
"06009_2007",9
"06009_2008",5
"06009_2009",13
"06009_2010",21
"06009_2011",39
"06009_2012",73
"06009_2013",56
"06009_2014",28
"06009_2015",50
"06010_1994",4
"06010_1995",2
"06010_1996",3
"06010_1997",3
"06010_1998",2
"06010_1999",4
"06010_2000",3
"06010_2001",2
"06010_2002",4
"06010_2003",5
"06010_2004",2
"06010_2005",5
"06010_2006",1
"06010_2007",NA
"06010_2008",1
"06010_2009",3
"06010_2010",19
"06010_2011",17
"06010_2012",33
"06010_2013",6
"06010_2014",10
"06010_2015",16
"07001_1994",3
"07001_1995",4
"07001_1996",2
"07001_1997",3
"07001_1998",5
"07001_1999",4
"07001_2000",4
"07001_2001",2
"07001_2002",NA
"07001_2003",1
"07001_2004",3
"07001_2005",NA
"07001_2006",1
"07001_2007",NA
"07001_2008",1
"07001_2009",1
"07001_2010",NA
"07001_2011",2
"07001_2012",1
"07001_2013",3
"07001_2014",2
"07001_2015",2
"07002_1994",4
"07002_1995",5
"07002_1996",4
"07002_1997",2
"07002_1998",2
"07002_1999",2
"07002_2000",2
"07002_2001",2
"07002_2002",4
"07002_2003",3
"07002_2004",1
"07002_2005",NA
"07002_2006",NA
"07002_2007",1
"07002_2008",1
"07002_2009",1
"07002_2010",2
"07002_2011",1
"07002_2012",2
"07002_2013",4
"07002_2014",4
"07002_2015",4
"07003_1994",13
"07003_1995",15
"07003_1996",12
"07003_1997",14
"07003_1998",17
"07003_1999",6
"07003_2000",7
"07003_2001",NA
"07003_2002",6
"07003_2003",6
"07003_2004",4
"07003_2005",4
"07003_2006",9
"07003_2007",NA
"07003_2008",5
"07003_2009",3
"07003_2010",3
"07003_2011",2
"07003_2012",1
"07003_2013",3
"07003_2014",2
"07003_2015",6
"07004_1994",4
"07004_1995",1
"07004_1996",NA
"07004_1997",1
"07004_1998",2
"07004_1999",4
"07004_2000",NA
"07004_2001",1
"07004_2002",1
"07004_2003",2
"07004_2004",1
"07004_2005",NA
"07004_2006",1
"07004_2007",1
"07004_2008",NA
"07004_2009",NA
"07004_2010",NA
"07004_2011",2
"07004_2012",1
"07004_2013",NA
"07004_2014",1
"07004_2015",3
"07005_1994",4
"07005_1995",4
"07005_1996",2
"07005_1997",NA
"07005_1998",1
"07005_1999",NA
"07005_2000",3
"07005_2001",1
"07005_2002",NA
"07005_2003",3
"07005_2004",3
"07005_2005",NA
"07005_2006",NA
"07005_2007",1
"07005_2008",NA
"07005_2009",2
"07005_2010",1
"07005_2011",2
"07005_2012",2
"07005_2013",1
"07005_2014",1
"07005_2015",3
"07006_1994",4
"07006_1995",2
"07006_1996",2
"07006_1997",2
"07006_1998",7
"07006_1999",3
"07006_2000",1
"07006_2001",2
"07006_2002",3
"07006_2003",1
"07006_2004",2
"07006_2005",NA
"07006_2006",3
"07006_2007",NA
"07006_2008",1
"07006_2009",1
"07006_2010",1
"07006_2011",1
"07006_2012",4
"07006_2013",2
"07006_2014",1
"07006_2015",1
"07007_1994",NA
"07007_1995",2
"07007_1996",5
"07007_1997",7
"07007_1998",2
"07007_1999",1
"07007_2000",1
"07007_2001",1
"07007_2002",1
"07007_2003",2
"07007_2004",1
"07007_2005",NA
"07007_2006",1
"07007_2007",NA
"07007_2008",2
"07007_2009",1
"07007_2010",NA
"07007_2011",4
"07007_2012",1
"07007_2013",NA
"07007_2014",1
"07007_2015",NA
"07008_1994",3
"07008_1995",5
"07008_1996",10
"07008_1997",9
"07008_1998",9
"07008_1999",7
"07008_2000",2
"07008_2001",1
"07008_2002",5
"07008_2003",5
"07008_2004",2
"07008_2005",3
"07008_2006",3
"07008_2007",NA
"07008_2008",1
"07008_2009",1
"07008_2010",2
"07008_2011",2
"07008_2012",2
"07008_2013",2
"07008_2014",5
"07008_2015",1
"07009_1994",10
"07009_1995",14
"07009_1996",8
"07009_1997",9
"07009_1998",18
"07009_1999",13
"07009_2000",8
"07009_2001",4
"07009_2002",6
"07009_2003",6
"07009_2004",1
"07009_2005",7
"07009_2006",12
"07009_2007",2
"07009_2008",1
"07009_2009",2
"07009_2010",2
"07009_2011",2
"07009_2012",4
"07009_2013",10
"07009_2014",17
"07009_2015",8
"07010_1994",NA
"07010_1995",NA
"07010_1996",NA
"07010_1997",NA
"07010_1998",NA
"07010_1999",NA
"07010_2000",NA
"07010_2001",NA
"07010_2002",NA
"07010_2003",NA
"07010_2004",NA
"07010_2005",NA
"07010_2006",NA
"07010_2007",NA
"07010_2008",NA
"07010_2009",NA
"07010_2010",NA
"07010_2011",1
"07010_2012",NA
"07010_2013",NA
"07010_2014",NA
"07010_2015",NA
"07011_1994",1
"07011_1995",2
"07011_1996",3
"07011_1997",4
"07011_1998",NA
"07011_1999",1
"07011_2000",2
"07011_2001",NA
"07011_2002",2
"07011_2003",1
"07011_2004",1
"07011_2005",NA
"07011_2006",2
"07011_2007",NA
"07011_2008",1
"07011_2009",1
"07011_2010",1
"07011_2011",2
"07011_2012",5
"07011_2013",3
"07011_2014",2
"07011_2015",6
"07012_1994",1
"07012_1995",2
"07012_1996",2
"07012_1997",6
"07012_1998",4
"07012_1999",2
"07012_2000",1
"07012_2001",NA
"07012_2002",NA
"07012_2003",9
"07012_2004",2
"07012_2005",8
"07012_2006",2
"07012_2007",2
"07012_2008",3
"07012_2009",1
"07012_2010",2
"07012_2011",3
"07012_2012",4
"07012_2013",1
"07012_2014",6
"07012_2015",6
"07013_1994",4
"07013_1995",3
"07013_1996",8
"07013_1997",13
"07013_1998",6
"07013_1999",5
"07013_2000",5
"07013_2001",NA
"07013_2002",5
"07013_2003",3
"07013_2004",2
"07013_2005",4
"07013_2006",2
"07013_2007",1
"07013_2008",NA
"07013_2009",1
"07013_2010",NA
"07013_2011",NA
"07013_2012",5
"07013_2013",NA
"07013_2014",2
"07013_2015",6
"07014_1994",2
"07014_1995",2
"07014_1996",1
"07014_1997",NA
"07014_1998",1
"07014_1999",1
"07014_2000",14
"07014_2001",NA
"07014_2002",2
"07014_2003",2
"07014_2004",NA
"07014_2005",2
"07014_2006",2
"07014_2007",NA
"07014_2008",2
"07014_2009",NA
"07014_2010",NA
"07014_2011",NA
"07014_2012",1
"07014_2013",1
"07014_2014",2
"07014_2015",1
"07015_1994",5
"07015_1995",3
"07015_1996",3
"07015_1997",3
"07015_1998",9
"07015_1999",3
"07015_2000",5
"07015_2001",NA
"07015_2002",5
"07015_2003",5
"07015_2004",3
"07015_2005",1
"07015_2006",6
"07015_2007",1
"07015_2008",1
"07015_2009",9
"07015_2010",NA
"07015_2011",1
"07015_2012",3
"07015_2013",5
"07015_2014",3
"07015_2015",5
"07016_1994",4
"07016_1995",4
"07016_1996",5
"07016_1997",NA
"07016_1998",1
"07016_1999",3
"07016_2000",1
"07016_2001",NA
"07016_2002",1
"07016_2003",NA
"07016_2004",NA
"07016_2005",1
"07016_2006",NA
"07016_2007",1
"07016_2008",1
"07016_2009",NA
"07016_2010",NA
"07016_2011",1
"07016_2012",2
"07016_2013",1
"07016_2014",1
"07016_2015",2
"07017_1994",13
"07017_1995",16
"07017_1996",14
"07017_1997",11
"07017_1998",22
"07017_1999",5
"07017_2000",4
"07017_2001",1
"07017_2002",5
"07017_2003",8
"07017_2004",NA
"07017_2005",13
"07017_2006",8
"07017_2007",1
"07017_2008",2
"07017_2009",11
"07017_2010",3
"07017_2011",6
"07017_2012",9
"07017_2013",7
"07017_2014",8
"07017_2015",6
"07018_1994",NA
"07018_1995",1
"07018_1996",NA
"07018_1997",NA
"07018_1998",NA
"07018_1999",NA
"07018_2000",NA
"07018_2001",NA
"07018_2002",NA
"07018_2003",NA
"07018_2004",NA
"07018_2005",1
"07018_2006",2
"07018_2007",NA
"07018_2008",1
"07018_2009",NA
"07018_2010",NA
"07018_2011",NA
"07018_2012",1
"07018_2013",1
"07018_2014",NA
"07018_2015",2
"07019_1994",27
"07019_1995",16
"07019_1996",10
"07019_1997",14
"07019_1998",21
"07019_1999",14
"07019_2000",7
"07019_2001",NA
"07019_2002",4
"07019_2003",9
"07019_2004",5
"07019_2005",8
"07019_2006",15
"07019_2007",3
"07019_2008",3
"07019_2009",9
"07019_2010",3
"07019_2011",7
"07019_2012",8
"07019_2013",14
"07019_2014",20
"07019_2015",22
"07020_1994",7
"07020_1995",6
"07020_1996",10
"07020_1997",10
"07020_1998",11
"07020_1999",1
"07020_2000",6
"07020_2001",2
"07020_2002",6
"07020_2003",3
"07020_2004",5
"07020_2005",1
"07020_2006",3
"07020_2007",NA
"07020_2008",2
"07020_2009",3
"07020_2010",3
"07020_2011",5
"07020_2012",3
"07020_2013",1
"07020_2014",2
"07020_2015",5
"07021_1994",11
"07021_1995",6
"07021_1996",6
"07021_1997",8
"07021_1998",12
"07021_1999",5
"07021_2000",2
"07021_2001",1
"07021_2002",6
"07021_2003",1
"07021_2004",3
"07021_2005",NA
"07021_2006",1
"07021_2007",NA
"07021_2008",1
"07021_2009",2
"07021_2010",NA
"07021_2011",1
"07021_2012",NA
"07021_2013",1
"07021_2014",1
"07021_2015",NA
"07022_1994",1
"07022_1995",3
"07022_1996",1
"07022_1997",2
"07022_1998",3
"07022_1999",NA
"07022_2000",2
"07022_2001",4
"07022_2002",1
"07022_2003",2
"07022_2004",1
"07022_2005",2
"07022_2006",NA
"07022_2007",NA
"07022_2008",NA
"07022_2009",3
"07022_2010",1
"07022_2011",NA
"07022_2012",1
"07022_2013",NA
"07022_2014",2
"07022_2015",2
"07023_1994",12
"07023_1995",9
"07023_1996",1
"07023_1997",11
"07023_1998",8
"07023_1999",7
"07023_2000",3
"07023_2001",NA
"07023_2002",4
"07023_2003",9
"07023_2004",1
"07023_2005",1
"07023_2006",5
"07023_2007",1
"07023_2008",2
"07023_2009",7
"07023_2010",NA
"07023_2011",2
"07023_2012",3
"07023_2013",6
"07023_2014",1
"07023_2015",7
"07024_1994",3
"07024_1995",NA
"07024_1996",1
"07024_1997",1
"07024_1998",5
"07024_1999",NA
"07024_2000",NA
"07024_2001",NA
"07024_2002",NA
"07024_2003",NA
"07024_2004",NA
"07024_2005",NA
"07024_2006",3
"07024_2007",NA
"07024_2008",1
"07024_2009",NA
"07024_2010",NA
"07024_2011",1
"07024_2012",NA
"07024_2013",NA
"07024_2014",1
"07024_2015",1
"07025_1994",1
"07025_1995",3
"07025_1996",3
"07025_1997",2
"07025_1998",NA
"07025_1999",2
"07025_2000",NA
"07025_2001",1
"07025_2002",NA
"07025_2003",NA
"07025_2004",NA
"07025_2005",NA
"07025_2006",NA
"07025_2007",NA
"07025_2008",NA
"07025_2009",NA
"07025_2010",NA
"07025_2011",NA
"07025_2012",2
"07025_2013",NA
"07025_2014",1
"07025_2015",NA
"07026_1994",1
"07026_1995",4
"07026_1996",6
"07026_1997",8
"07026_1998",3
"07026_1999",NA
"07026_2000",2
"07026_2001",NA
"07026_2002",4
"07026_2003",NA
"07026_2004",1
"07026_2005",NA
"07026_2006",2
"07026_2007",1
"07026_2008",NA
"07026_2009",3
"07026_2010",NA
"07026_2011",NA
"07026_2012",1
"07026_2013",NA
"07026_2014",1
"07026_2015",2
"07027_1994",13
"07027_1995",8
"07027_1996",7
"07027_1997",16
"07027_1998",10
"07027_1999",3
"07027_2000",2
"07027_2001",1
"07027_2002",10
"07027_2003",7
"07027_2004",5
"07027_2005",2
"07027_2006",5
"07027_2007",5
"07027_2008",3
"07027_2009",8
"07027_2010",1
"07027_2011",3
"07027_2012",4
"07027_2013",5
"07027_2014",4
"07027_2015",7
"07028_1994",NA
"07028_1995",2
"07028_1996",2
"07028_1997",NA
"07028_1998",NA
"07028_1999",NA
"07028_2000",NA
"07028_2001",1
"07028_2002",1
"07028_2003",NA
"07028_2004",NA
"07028_2005",NA
"07028_2006",NA
"07028_2007",1
"07028_2008",1
"07028_2009",NA
"07028_2010",NA
"07028_2011",NA
"07028_2012",NA
"07028_2013",NA
"07028_2014",NA
"07028_2015",NA
"07029_1994",NA
"07029_1995",1
"07029_1996",1
"07029_1997",NA
"07029_1998",1
"07029_1999",NA
"07029_2000",NA
"07029_2001",NA
"07029_2002",1
"07029_2003",NA
"07029_2004",NA
"07029_2005",NA
"07029_2006",1
"07029_2007",NA
"07029_2008",1
"07029_2009",NA
"07029_2010",NA
"07029_2011",1
"07029_2012",NA
"07029_2013",NA
"07029_2014",NA
"07029_2015",NA
"07030_1994",4
"07030_1995",4
"07030_1996",8
"07030_1997",7
"07030_1998",9
"07030_1999",9
"07030_2000",2
"07030_2001",1
"07030_2002",1
"07030_2003",4
"07030_2004",2
"07030_2005",2
"07030_2006",2
"07030_2007",NA
"07030_2008",3
"07030_2009",2
"07030_2010",NA
"07030_2011",NA
"07030_2012",1
"07030_2013",6
"07030_2014",NA
"07030_2015",NA
"07031_1994",7
"07031_1995",3
"07031_1996",1
"07031_1997",6
"07031_1998",4
"07031_1999",6
"07031_2000",3
"07031_2001",1
"07031_2002",11
"07031_2003",5
"07031_2004",4
"07031_2005",7
"07031_2006",8
"07031_2007",NA
"07031_2008",3
"07031_2009",11
"07031_2010",2
"07031_2011",5
"07031_2012",9
"07031_2013",17
"07031_2014",11
"07031_2015",8
"07032_1994",13
"07032_1995",12
"07032_1996",5
"07032_1997",11
"07032_1998",7
"07032_1999",4
"07032_2000",9
"07032_2001",4
"07032_2002",2
"07032_2003",3
"07032_2004",3
"07032_2005",2
"07032_2006",5
"07032_2007",NA
"07032_2008",5
"07032_2009",10
"07032_2010",4
"07032_2011",3
"07032_2012",2
"07032_2013",2
"07032_2014",5
"07032_2015",4
"07033_1994",NA
"07033_1995",NA
"07033_1996",NA
"07033_1997",NA
"07033_1998",NA
"07033_1999",NA
"07033_2000",NA
"07033_2001",NA
"07033_2002",NA
"07033_2003",NA
"07033_2004",NA
"07033_2005",1
"07033_2006",1
"07033_2007",NA
"07033_2008",1
"07033_2009",1
"07033_2010",1
"07033_2011",NA
"07033_2012",1
"07033_2013",NA
"07033_2014",NA
"07033_2015",NA
"07034_1994",11
"07034_1995",8
"07034_1996",8
"07034_1997",9
"07034_1998",14
"07034_1999",4
"07034_2000",16
"07034_2001",3
"07034_2002",11
"07034_2003",9
"07034_2004",1
"07034_2005",7
"07034_2006",10
"07034_2007",NA
"07034_2008",2
"07034_2009",7
"07034_2010",6
"07034_2011",NA
"07034_2012",11
"07034_2013",12
"07034_2014",10
"07034_2015",10
"07035_1994",NA
"07035_1995",NA
"07035_1996",6
"07035_1997",2
"07035_1998",2
"07035_1999",2
"07035_2000",1
"07035_2001",NA
"07035_2002",2
"07035_2003",1
"07035_2004",NA
"07035_2005",2
"07035_2006",2
"07035_2007",1
"07035_2008",1
"07035_2009",3
"07035_2010",NA
"07035_2011",1
"07035_2012",3
"07035_2013",2
"07035_2014",NA
"07035_2015",3
"07036_1994",NA
"07036_1995",1
"07036_1996",NA
"07036_1997",NA
"07036_1998",NA
"07036_1999",NA
"07036_2000",NA
"07036_2001",NA
"07036_2002",NA
"07036_2003",NA
"07036_2004",NA
"07036_2005",NA
"07036_2006",NA
"07036_2007",NA
"07036_2008",NA
"07036_2009",2
"07036_2010",NA
"07036_2011",NA
"07036_2012",NA
"07036_2013",NA
"07036_2014",NA
"07036_2015",NA
"07037_1994",2
"07037_1995",2
"07037_1996",4
"07037_1997",7
"07037_1998",5
"07037_1999",11
"07037_2000",1
"07037_2001",1
"07037_2002",3
"07037_2003",6
"07037_2004",5
"07037_2005",1
"07037_2006",5
"07037_2007",NA
"07037_2008",NA
"07037_2009",4
"07037_2010",2
"07037_2011",4
"07037_2012",4
"07037_2013",2
"07037_2014",1
"07037_2015",2
"07038_1994",2
"07038_1995",NA
"07038_1996",NA
"07038_1997",1
"07038_1998",5
"07038_1999",1
"07038_2000",NA
"07038_2001",1
"07038_2002",NA
"07038_2003",NA
"07038_2004",NA
"07038_2005",NA
"07038_2006",3
"07038_2007",NA
"07038_2008",1
"07038_2009",NA
"07038_2010",NA
"07038_2011",NA
"07038_2012",1
"07038_2013",NA
"07038_2014",1
"07038_2015",NA
"07039_1994",5
"07039_1995",NA
"07039_1996",NA
"07039_1997",NA
"07039_1998",NA
"07039_1999",4
"07039_2000",5
"07039_2001",3
"07039_2002",3
"07039_2003",4
"07039_2004",2
"07039_2005",1
"07039_2006",4
"07039_2007",NA
"07039_2008",1
"07039_2009",2
"07039_2010",NA
"07039_2011",4
"07039_2012",5
"07039_2013",4
"07039_2014",4
"07039_2015",5
"07040_1994",17
"07040_1995",14
"07040_1996",10
"07040_1997",17
"07040_1998",17
"07040_1999",10
"07040_2000",19
"07040_2001",5
"07040_2002",10
"07040_2003",15
"07040_2004",16
"07040_2005",4
"07040_2006",20
"07040_2007",6
"07040_2008",9
"07040_2009",9
"07040_2010",10
"07040_2011",8
"07040_2012",6
"07040_2013",3
"07040_2014",12
"07040_2015",11
"07041_1994",NA
"07041_1995",3
"07041_1996",1
"07041_1997",NA
"07041_1998",1
"07041_1999",NA
"07041_2000",NA
"07041_2001",1
"07041_2002",NA
"07041_2003",NA
"07041_2004",NA
"07041_2005",NA
"07041_2006",1
"07041_2007",NA
"07041_2008",1
"07041_2009",NA
"07041_2010",1
"07041_2011",1
"07041_2012",NA
"07041_2013",1
"07041_2014",NA
"07041_2015",1
"07042_1994",1
"07042_1995",1
"07042_1996",2
"07042_1997",2
"07042_1998",1
"07042_1999",4
"07042_2000",NA
"07042_2001",NA
"07042_2002",1
"07042_2003",1
"07042_2004",NA
"07042_2005",1
"07042_2006",3
"07042_2007",NA
"07042_2008",NA
"07042_2009",2
"07042_2010",1
"07042_2011",NA
"07042_2012",1
"07042_2013",NA
"07042_2014",NA
"07042_2015",3
"07043_1994",NA
"07043_1995",1
"07043_1996",1
"07043_1997",NA
"07043_1998",1
"07043_1999",NA
"07043_2000",NA
"07043_2001",NA
"07043_2002",NA
"07043_2003",NA
"07043_2004",NA
"07043_2005",NA
"07043_2006",1
"07043_2007",NA
"07043_2008",NA
"07043_2009",NA
"07043_2010",NA
"07043_2011",NA
"07043_2012",NA
"07043_2013",NA
"07043_2014",NA
"07043_2015",1
"07044_1994",4
"07044_1995",3
"07044_1996",NA
"07044_1997",NA
"07044_1998",NA
"07044_1999",1
"07044_2000",1
"07044_2001",NA
"07044_2002",NA
"07044_2003",NA
"07044_2004",1
"07044_2005",NA
"07044_2006",NA
"07044_2007",NA
"07044_2008",NA
"07044_2009",NA
"07044_2010",NA
"07044_2011",2
"07044_2012",1
"07044_2013",NA
"07044_2014",2
"07044_2015",NA
"07045_1994",NA
"07045_1995",NA
"07045_1996",1
"07045_1997",2
"07045_1998",NA
"07045_1999",2
"07045_2000",1
"07045_2001",NA
"07045_2002",NA
"07045_2003",1
"07045_2004",NA
"07045_2005",NA
"07045_2006",NA
"07045_2007",NA
"07045_2008",NA
"07045_2009",NA
"07045_2010",1
"07045_2011",NA
"07045_2012",NA
"07045_2013",NA
"07045_2014",NA
"07045_2015",NA
"07046_1994",1
"07046_1995",3
"07046_1996",5
"07046_1997",NA
"07046_1998",12
"07046_1999",2
"07046_2000",2
"07046_2001",2
"07046_2002",NA
"07046_2003",5
"07046_2004",1
"07046_2005",3
"07046_2006",4
"07046_2007",NA
"07046_2008",NA
"07046_2009",4
"07046_2010",2
"07046_2011",NA
"07046_2012",1
"07046_2013",3
"07046_2014",1
"07046_2015",4
"07047_1994",NA
"07047_1995",2
"07047_1996",2
"07047_1997",2
"07047_1998",1
"07047_1999",3
"07047_2000",1
"07047_2001",NA
"07047_2002",NA
"07047_2003",NA
"07047_2004",NA
"07047_2005",NA
"07047_2006",2
"07047_2007",1
"07047_2008",NA
"07047_2009",1
"07047_2010",NA
"07047_2011",NA
"07047_2012",4
"07047_2013",1
"07047_2014",2
"07047_2015",NA
"07048_1994",3
"07048_1995",5
"07048_1996",9
"07048_1997",3
"07048_1998",3
"07048_1999",2
"07048_2000",1
"07048_2001",NA
"07048_2002",NA
"07048_2003",1
"07048_2004",NA
"07048_2005",NA
"07048_2006",2
"07048_2007",NA
"07048_2008",NA
"07048_2009",4
"07048_2010",2
"07048_2011",NA
"07048_2012",4
"07048_2013",3
"07048_2014",1
"07048_2015",5
"07049_1994",NA
"07049_1995",2
"07049_1996",4
"07049_1997",NA
"07049_1998",2
"07049_1999",3
"07049_2000",2
"07049_2001",1
"07049_2002",NA
"07049_2003",NA
"07049_2004",NA
"07049_2005",NA
"07049_2006",1
"07049_2007",NA
"07049_2008",NA
"07049_2009",3
"07049_2010",NA
"07049_2011",1
"07049_2012",NA
"07049_2013",NA
"07049_2014",1
"07049_2015",NA
"07050_1994",NA
"07050_1995",1
"07050_1996",NA
"07050_1997",NA
"07050_1998",1
"07050_1999",1
"07050_2000",3
"07050_2001",1
"07050_2002",NA
"07050_2003",NA
"07050_2004",NA
"07050_2005",2
"07050_2006",NA
"07050_2007",NA
"07050_2008",1
"07050_2009",1
"07050_2010",NA
"07050_2011",NA
"07050_2012",NA
"07050_2013",1
"07050_2014",1
"07050_2015",NA
"07051_1994",6
"07051_1995",9
"07051_1996",7
"07051_1997",6
"07051_1998",32
"07051_1999",11
"07051_2000",5
"07051_2001",5
"07051_2002",10
"07051_2003",9
"07051_2004",2
"07051_2005",6
"07051_2006",13
"07051_2007",NA
"07051_2008",3
"07051_2009",10
"07051_2010",NA
"07051_2011",1
"07051_2012",7
"07051_2013",8
"07051_2014",4
"07051_2015",9
"07052_1994",1
"07052_1995",5
"07052_1996",8
"07052_1997",10
"07052_1998",8
"07052_1999",6
"07052_2000",4
"07052_2001",1
"07052_2002",1
"07052_2003",3
"07052_2004",2
"07052_2005",3
"07052_2006",3
"07052_2007",NA
"07052_2008",NA
"07052_2009",2
"07052_2010",NA
"07052_2011",3
"07052_2012",1
"07052_2013",6
