"muniYear","POB_TOT"
"13045_1993",6752
"13036_1993",8377
"13004_1993",8651
"13038_1993",6839
"13079_1993",7901
"13043_1993",7294
"13047_1993",5855
"13020_1993",3004
"13033_1993",3061
"14039_1993",1639991
"14120_1993",833126
"14098_1993",401696
"14097_1993",86330
"14101_1993",224544
"14067_1993",133132
"14070_1993",55026
"14053_1993",117076
"14093_1993",102195
"14023_1993",79479
"14063_1993",74618
"14083_1993",48603
"14008_1993",67748
"14073_1993",50466
"14124_1993",46752
"14018_1993",55497
"14006_1993",55621
"14015_1993",47313
"14013_1993",48364
"14035_1993",44224
"14044_1993",18928
"14066_1993",34964
"14030_1993",38313
"14050_1993",33019
"14085_1993",41078
"14094_1993",31027
"14022_1993",28353
"14091_1993",36848
"14016_1993",32571
"14082_1993",29648
"14100_1993",32587
"14108_1993",34110
"14046_1993",25562
"14078_1993",25719
"14064_1993",24779
"14121_1993",28565
"14119_1993",25363
"14077_1993",26961
"14024_1993",25196
"14047_1993",18868
"14043_1993",21713
"14037_1993",20346
"14118_1993",22655
"14003_1993",18921
"14002_1993",16669
"14105_1993",19371
"14055_1993",16878
"14021_1993",21237
"14001_1993",17302
"14033_1993",20771
"14096_1993",19816
"14048_1993",20122
"14116_1993",13347
"14009_1993",12756
"14036_1993",16518
"14045_1993",19359
"14086_1993",13292
"14061_1993",13728
"14125_1993",NA
"14027_1993",14530
"14025_1993",15911
"14087_1993",17737
"14029_1993",17207
"14051_1993",10912
"14109_1993",15112
"14123_1993",14706
"14114_1993",15887
"14088_1993",15741
"14065_1993",15657
"14113_1993",14294
"14074_1993",13452
"14005_1993",10800
"14084_1993",13584
"14110_1993",14341
"14058_1993",14001
"14079_1993",12119
"14059_1993",10491
"14017_1993",13555
"14092_1993",12394
"14069_1993",11955
"14068_1993",12268
"14049_1993",9886
"14099_1993",9194
"14020_1993",8500
"14040_1993",8313
"14042_1993",9306
"14095_1993",7989
"14007_1993",8640
"14014_1993",8773
"14103_1993",7431
"14072_1993",6233
"14019_1993",5538
"14060_1993",7075
"14041_1993",6906
"14090_1993",6921
"14080_1993",6945
"14122_1993",6433
"14111_1993",5589
"14102_1993",6723
"14010_1993",5436
"14104_1993",6279
"14054_1993",6184
"14115_1993",6002
"14107_1993",5525
"14052_1993",6003
"14032_1993",5049
"14026_1993",5354
"14112_1993",5589
"14004_1993",5050
"14011_1993",5382
"14038_1993",5043
"14117_1993",5013
"14081_1993",4420
"14071_1993",4656
"14012_1993",4473
"14106_1993",4156
"14076_1993",3812
"14062_1993",3813
"14031_1993",3602
"14057_1993",3465
"14075_1993",3397
"14089_1993",3181
"14028_1993",2641
"14056_1993",2845
"14034_1993",2257
"15033_1993",1356363
"15058_1993",1242719
"15106_1993",532374
"15057_1993",818036
"15104_1993",708990
"15031_1993",333197
"15121_1993",378592
"15109_1993",310112
"15013_1993",378406
"15039_1993",165655
"15081_1993",137780
"15060_1993",214276
"15122_1993",NA
"15025_1993",212459
"15070_1993",159548
"15020_1993",181748
"15037_1993",152637
"15099_1993",159182
"15054_1993",161874
"15029_1993",65361
"15120_1993",82941
"15118_1993",95975
"15074_1993",149734
"15005_1993",91447
"15042_1993",99545
"15002_1993",49680
"15108_1993",62879
"15024_1993",53802
"15051_1993",75147
"15035_1993",29627
"15114_1993",61756
"15087_1993",55995
"15014_1993",60394
"15088_1993",62934
"15082_1993",80784
"15095_1993",47944
"15124_1993",NA
"15045_1993",57946
"15090_1993",51067
"15067_1993",45509
"15101_1993",47473
"15076_1993",48849
"15047_1993",48333
"15091_1993",49065
"15113_1993",41615
"15062_1993",41043
"15001_1993",50540
"15110_1993",42579
"15048_1993",41957
"15085_1993",55856
"15011_1993",25054
"15053_1993",30317
"15092_1993",35440
"15018_1993",28894
"15111_1993",33502
"15115_1993",33020
"15009_1993",39442
"15003_1993",32193
"15103_1993",36132
"15112_1993",29300
"15036_1993",29047
"15023_1993",27984
"15100_1993",14639
"15021_1993",29396
"15059_1993",13200
"15084_1993",22144
"15064_1993",27806
"15096_1993",23089
"15105_1993",33466
"15040_1993",24650
"15019_1993",23933
"15065_1993",23917
"15063_1993",21254
"15032_1993",23420
"15086_1993",26773
"15044_1993",24806
"15015_1993",21101
"15093_1993",18004
"15008_1993",28557
"15056_1993",23126
"15043_1993",16083
"15010_1993",20038
"15028_1993",15841
"15068_1993",20006
"15026_1993",19525
"15123_1993",NA
"15016_1993",17000
"15080_1993",24231
"15052_1993",18773
"15073_1993",8352
"15075_1993",15466
"15030_1993",14927
"15050_1993",16121
"15007_1993",17541
"15094_1993",14129
"15097_1993",13349
"15046_1993",10920
"15119_1993",12479
"15117_1993",14222
"15102_1993",13116
"15004_1993",12983
"15022_1993",8780
"15049_1993",9160
"15071_1993",10193
"15079_1993",8219
"15072_1993",7765
"15083_1993",6675
"15055_1993",8066
"15089_1993",6831
"15107_1993",9864
"15012_1993",6360
"15027_1993",4597
"15038_1993",5998
"15006_1993",7333
"15125_1993",NA
"15017_1993",4600
"15078_1993",7759
"15034_1993",6468
"15061_1993",5956
"15041_1993",5787
"15077_1993",4246
"15098_1993",3409
"15066_1993",4407
"15069_1993",2737
"15116_1993",2833
"16053_1993",542361
"16102_1993",236717
"16108_1993",153825
"16052_1993",146861
"16112_1993",120802
"16006_1993",109056
"16034_1993",99112
"16088_1993",35504
"16069_1993",85535
"16066_1993",71729
"16050_1993",63274
"16082_1993",52792
"16076_1993",57520
"16107_1993",66581
"16071_1993",72785
"16043_1993",48610
"16075_1993",52398
"16079_1993",35252
"16110_1993",48922
"16012_1993",37642
"16038_1993",45288
"16055_1993",40026
"16025_1993",28043
"16065_1993",29883
"16045_1993",36956
"16009_1993",30705
"16097_1993",35083
"16035_1993",34961
"16017_1993",26870
"16085_1993",33823
"16106_1993",25595
"16083_1993",22428
"16020_1993",25381
"16084_1993",21791
"16113_1993",28979
"16056_1993",21500
"16073_1993",23055
"16068_1993",17715
"16093_1993",19513
"16016_1993",25923
"16098_1993",21502
"16064_1993",22613
"16089_1993",24848
"16008_1993",19752
"16103_1993",22998
"16061_1993",15087
"16067_1993",22161
"16010_1993",23514
"16033_1993",19017
"16019_1993",21179
"16104_1993",21934
"16022_1993",17210
"16015_1993",19920
"16003_1993",19723
"16047_1993",16096
"16063_1993",19612
"16002_1993",19288
"16105_1993",18473
"16062_1993",20102
"16058_1993",14081
"16077_1993",18634
"16080_1993",16188
"16024_1993",15688
"16099_1993",17199
"16049_1993",16039
"16044_1993",16155
"16111_1993",11221
"16040_1993",15788
"16092_1993",16199
"16031_1993",15408
"16030_1993",16324
"16004_1993",16103
"16070_1993",15137
"16042_1993",15177
"16029_1993",14919
"16086_1993",14252
"16032_1993",12767
"16041_1993",11582
"16078_1993",14276
"16090_1993",10526
"16087_1993",12708
"16091_1993",12437
"16100_1993",12011
"16014_1993",13373
"16046_1993",10345
"16072_1993",13625
"16051_1993",11280
"16036_1993",12476
"16037_1993",11613
"16023_1993",11632
"16054_1993",12148
"16021_1993",11428
"16095_1993",12086
"16094_1993",10353
"16101_1993",11121
"16001_1993",9758
"16011_1993",9688
"16005_1993",9799
"16074_1993",10453
"16013_1993",10140
"16028_1993",9009
"16060_1993",10194
"16096_1993",9646
"16018_1993",9455
"16081_1993",8107
"16039_1993",6375
"16059_1993",8308
"16057_1993",7973
"16027_1993",8199
"16026_1993",7140
"16048_1993",5241
"16109_1993",4948
"16007_1993",2563
"17007_1993",302079
"17011_1993",128511
"17006_1993",133143
"17018_1993",79235
"17029_1993",70948
"17008_1993",42557
"17004_1993",59791
"17028_1993",34936
"17017_1993",48101
"17012_1993",49833
"17030_1993",30788
"17024_1993",40935
"17020_1993",26954
"17031_1993",31880
"17003_1993",27828
"17025_1993",28808
"17019_1993",22176
"17015_1993",20965
"17002_1993",11107
"17022_1993",14897
"17009_1993",12291
"17016_1993",13943
"17001_1993",14919
"17026_1993",11021
"17010_1993",12367
"17033_1993",11204
"17013_1993",12364
"17027_1993",7404
"17014_1993",7686
"17005_1993",9003
"17032_1993",7304
"17021_1993",6517
"17023_1993",4711
"18017_1993",271060
"18020_1993",44033
"18015_1993",96856
"18004_1993",62479
"18008_1993",31200
"18016_1993",45299
"18012_1993",43214
"18009_1993",23306
"18001_1993",36983
"18010_1993",35321
"18018_1993",32807
"18006_1993",25406
"18011_1993",21624
"18014_1993",20087
"18007_1993",16475
"18002_1993",16108
"18019_1993",12787
"18003_1993",12825
"18005_1993",10142
"18013_1993",7959
"19039_1993",1080541
"19026_1993",584130
"19006_1993",169864
"19046_1993",466709
"19021_1993",139747
"19031_1993",39662
"19048_1993",185861
"19018_1993",18866
"19019_1993",117700
"19009_1993",58733
"19041_1993",8872
"19033_1993",64251
"19025_1993",5015
"19038_1993",50735
"19045_1993",12962
"19012_1993",7779
"19049_1993",32525
"19017_1993",41672
"19010_1993",5628
"19014_1993",37196
"19044_1993",29868
"19004_1993",22712
"19005_1993",17887
"19022_1993",16628
"19047_1993",12764
"19007_1993",15531
"19013_1993",12199
"19011_1993",8027
"19036_1993",7525
"19029_1993",6408
"19020_1993",6312
"19042_1993",5722
"19024_1993",5735
"19034_1993",3708
"19037_1993",4694
"19032_1993",5292
"19002_1993",4724
"19051_1993",4272
"19003_1993",3018
"19008_1993",3171
"19030_1993",3568
"19027_1993",3051
"19016_1993",2951
"19043_1993",2935
"19015_1993",2535
"19001_1993",1692
"19050_1993",2388
"19023_1993",1875
"19035_1993",1306
"19028_1993",1152
"19040_1993",1060
"20067_1993",231990
"20184_1993",120365
"20043_1993",71979
"20385_1993",36450
"20079_1993",71814
"20039_1993",44299
"20515_1993",50083
"20482_1993",40333
"20390_1993",32869
"20318_1993",24353
"20324_1993",28711
"20334_1993",38367
"20002_1993",43662
"20413_1993",19144
"20565_1993",13980
"20044_1993",41817
"20059_1993",28321
"20057_1993",39508
"20397_1993",23976
"20278_1993",32565
"20469_1993",28807
"20399_1993",8639
"20073_1993",26030
"20041_1993",26443
"20198_1993",25532
"20014_1993",21478
"20134_1993",17959
"20439_1993",16032
"20085_1993",19549
"20401_1993",14483
"20190_1993",21294
"20107_1993",9768
"20559_1993",21775
"20551_1993",12540
"20068_1993",16586
"20023_1993",10639
"20232_1993",17633
"20406_1993",18889
"20028_1993",18868
"20171_1993",17208
"20570_1993",15905
"20467_1993",17244
"20207_1993",15885
"20006_1993",11740
"20386_1993",12963
"20124_1993",12927
"20350_1993",8024
"20526_1993",11474
"20205_1993",14710
"20427_1993",12066
"20447_1993",14706
"20293_1993",4488
"20364_1993",12046
"20021_1993",13975
"20227_1993",7803
"20157_1993",3205
"20005_1993",15054
"20557_1993",12520
"20327_1993",12596
"20248_1993",9512
"20010_1993",12416
"20468_1993",11040
"20058_1993",13059
"20418_1993",10710
"20466_1993",8542
"20150_1993",8340
"20375_1993",5066
"20450_1993",8146
"20277_1993",12003
"20298_1993",10534
"20242_1993",7070
"20312_1993",9070
"20549_1993",12039
"20525_1993",9967
"20125_1993",10949
"20166_1993",9441
"20136_1993",10567
"20309_1993",9759
"20377_1993",9527
"20025_1993",9208
"20414_1993",9707
"20208_1993",10009
"20537_1993",9293
"20325_1993",8188
"20509_1993",6145
"20338_1993",6221
"20131_1993",8749
"20012_1993",8400
"20483_1993",6616
"20553_1993",5655
"20188_1993",7607
"20307_1993",8378
"20177_1993",9349
"20016_1993",4883
"20545_1993",6929
"20417_1993",8772
"20475_1993",7960
"20437_1993",6981
"20083_1993",3338
"20143_1993",9208
"20295_1993",8284
"20513_1993",7751
"20115_1993",3978
"20407_1993",6507
"20026_1993",7944
"20409_1993",6857
"20348_1993",8726
"20185_1993",7627
"20441_1993",5474
"20426_1993",6593
"20266_1993",7873
"20030_1993",7836
"20310_1993",2964
"20064_1993",8153
"20500_1993",7922
"20229_1993",4462
"20045_1993",3732
"20042_1993",6501
"20275_1993",5066
"20505_1993",7855
"20135_1993",5661
"20540_1993",5939
"20141_1993",4750
"20234_1993",6553
"20261_1993",5947
"20031_1993",5762
"20520_1993",6615
"20105_1993",5436
"20392_1993",7055
"20009_1993",5057
"20294_1993",4948
"20498_1993",6797
"20070_1993",5813
"20178_1993",3326
"20446_1993",6536
"20072_1993",5279
"20265_1993",5879
"20210_1993",6169
"20052_1993",6661
"20272_1993",4680
"20300_1993",4894
"20560_1993",5835
"20040_1993",5472
"20470_1993",5690
"20090_1993",5204
"20225_1993",4946
"20103_1993",4602
"20398_1993",5822
"20543_1993",4818
"20015_1993",4651
"20546_1993",5230
"20036_1993",5537
"20066_1993",5606
"20554_1993",5420
"20337_1993",5006
"20539_1993",3292
"20502_1993",5074
"20550_1993",4612
"20159_1993",3784
"20460_1993",4259
"20091_1993",2830
"20517_1993",3233
"20130_1993",4360
"20126_1993",3759
"20326_1993",4216
"20516_1993",3972
"20253_1993",4624
"20489_1993",4644
"20415_1993",4557
"20494_1993",4509
"20434_1993",4007
"20153_1993",3447
"20452_1993",4660
"20384_1993",3560
"20306_1993",3644
"20108_1993",4495
"20459_1993",4646
"20202_1993",3427
"20071_1993",3864
"20082_1993",4418
"20366_1993",4454
"20051_1993",3170
"20462_1993",4520
"20421_1993",3723
"20024_1993",4269
"20367_1993",3865
"20302_1993",3387
"20169_1993",4037
"20484_1993",3532
"20098_1993",3958
"20116_1993",2930
"20102_1993",2852
"20491_1993",2637
"20037_1993",3996
"20111_1993",3465
"20017_1993",4248
"20532_1993",4103
"20497_1993",2849
"20269_1993",4211
"20087_1993",2819
"20095_1993",3043
"20213_1993",3046
"20330_1993",3586
"20449_1993",4159
"20492_1993",4178
"20029_1993",3509
"20291_1993",3824
"20305_1993",3779
"20534_1993",3465
"20046_1993",3915
"20424_1993",3982
"20345_1993",3948
"20339_1993",3548
"20084_1993",2898
"20007_1993",3831
"20133_1993",3515
"20020_1993",2876
"20387_1993",3773
"20200_1993",3625
"20174_1993",2418
"20453_1993",2468
"20063_1993",3057
"20393_1993",3057
"20145_1993",1473
"20170_1993",3396
"20352_1993",1743
"20235_1993",3793
"20254_1993",3709
"20244_1993",2878
"20050_1993",3071
"20360_1993",3439
"20077_1993",2589
"20055_1993",3453
"20347_1993",2726
"20285_1993",2808
"20410_1993",3628
"20164_1993",3449
"20530_1993",2694
"20378_1993",3385
"20249_1993",2816
"20511_1993",3151
"20076_1993",3320
"20176_1993",3454
"20286_1993",3222
"20161_1993",2949
"20495_1993",3374
"20435_1993",2398
"20013_1993",3240
"20217_1993",3427
"20273_1993",3219
"20263_1993",2784
"20156_1993",3184
"20485_1993",3325
"20507_1993",3273
"20474_1993",3410
"20284_1993",3334
"20567_1993",3076
"20137_1993",3013
"20396_1993",3236
"20457_1993",2952
"20535_1993",2545
"20019_1993",3361
"20203_1993",2895
"20391_1993",2436
"20342_1993",1503
"20472_1993",2845
"20112_1993",3091
"20412_1993",2538
"20088_1993",3237
"20566_1993",2879
"20271_1993",2065
"20197_1993",2882
"20454_1993",2391
"20211_1993",2915
"20308_1993",2331
"20231_1993",2529
"20395_1993",2680
"20490_1993",2427
"20333_1993",3044
"20481_1993",3018
"20358_1993",2643
"20220_1993",3034
"20555_1993",2805
"20123_1993",2933
"20351_1993",2852
"20113_1993",2623
"20519_1993",2544
"20403_1993",1234
"20219_1993",2955
"20379_1993",2558
"20212_1993",2116
"20279_1993",2617
"20336_1993",2700
"20478_1993",2771
"20189_1993",1987
"20280_1993",2752
"20340_1993",2653
"20027_1993",2663
"20527_1993",2305
"20075_1993",2676
"20381_1993",2641
"20561_1993",1980
"20146_1993",1766
"20394_1993",2555
"20060_1993",2478
"20455_1993",2306
"20180_1993",2686
"20118_1993",2524
"20226_1993",2597
"20061_1993",2231
"20344_1993",2349
"20260_1993",2468
"20033_1993",1771
"20363_1993",2341
"20069_1993",1773
"20531_1993",1994
"20003_1993",2591
"20433_1993",1599
"20214_1993",2466
"20117_1993",2222
"20240_1993",2042
"20104_1993",1977
"20193_1993",2216
"20206_1993",2504
"20264_1993",2331
"20187_1993",2191
"20388_1993",2131
"20297_1993",2263
"20486_1993",2247
"20259_1993",2170
"20081_1993",2396
"20154_1993",2038
"20158_1993",1869
"20496_1993",2085
"20237_1993",2226
"20182_1993",2057
"20038_1993",2260
"20080_1993",2024
"20372_1993",1987
"20448_1993",1186
"20356_1993",2176
"20425_1993",1894
"20569_1993",2117
"20349_1993",2192
"20533_1993",1649
"20065_1993",2090
"20323_1993",1756
"20094_1993",2103
"20233_1993",2115
"20089_1993",2079
"20353_1993",1630
"20152_1993",1598
"20139_1993",1929
"20380_1993",1713
"20252_1993",1567
"20405_1993",1933
"20167_1993",1485
"20499_1993",1686
"20255_1993",1808
"20160_1993",1969
"20343_1993",2031
"20487_1993",1709
"20148_1993",1856
"20097_1993",1916
"20458_1993",1837
"20201_1993",1755
"20362_1993",1807
"20315_1993",1854
"20162_1993",1424
"20369_1993",1737
"20368_1993",1562
"20428_1993",1515
"20270_1993",1756
"20431_1993",1810
"20429_1993",1789
"20541_1993",1827
"20173_1993",1744
"20420_1993",976
"20243_1993",1629
"20563_1993",1754
"20195_1993",1786
"20175_1993",1674
"20523_1993",1681
"20163_1993",1625
"20504_1993",1694
"20438_1993",1490
"20346_1993",1648
"20236_1993",1741
"20544_1993",1724
"20548_1993",1644
"20149_1993",1132
"20477_1993",1632
"20400_1993",1585
"20558_1993",1662
"20301_1993",1701
"20365_1993",1614
"20314_1993",1589
"20456_1993",1344
"20222_1993",1552
"20473_1993",1567
"20445_1993",1291
"20142_1993",1238
"20245_1993",1484
"20317_1993",1574
"20034_1993",1424
"20451_1993",1431
"20092_1993",1449
"20110_1993",1241
"20465_1993",1162
"20528_1993",1592
"20510_1993",890
"20568_1993",1559
"20562_1993",1391
"20179_1993",1487
"20247_1993",1397
"20374_1993",1036
"20001_1993",1122
"20230_1993",1242
"20508_1993",1398
"20165_1993",1306
"20183_1993",1423
"20194_1993",1365
"20192_1993",1303
"20296_1993",1348
"20128_1993",1345
"20221_1993",1418
"20529_1993",1250
"20056_1993",1411
"20329_1993",1373
"20292_1993",1312
"20501_1993",1349
"20144_1993",1309
"20319_1993",1287
"20274_1993",1337
"20048_1993",708
"20062_1993",855
"20241_1993",1315
"20109_1993",1300
"20357_1993",1218
"20289_1993",1285
"20382_1993",1279
"20389_1993",1329
"20216_1993",1156
"20032_1993",1130
"20011_1993",1260
"20564_1993",1294
"20303_1993",1297
"20547_1993",1210
"20127_1993",1148
"20304_1993",1143
"20132_1993",1144
"20262_1993",1211
"20480_1993",1115
"20361_1993",1006
"20359_1993",1187
"20053_1993",1201
"20239_1993",1097
"20522_1993",1068
"20328_1993",891
"20436_1993",1112
"20257_1993",1094
"20258_1993",957
"20250_1993",1146
"20251_1993",1137
"20276_1993",1155
"20313_1993",1137
"20461_1993",1008
"20049_1993",945
"20283_1993",1107
"20512_1993",1004
"20402_1993",1051
"20022_1993",1088
"20321_1993",1064
"20440_1993",1035
"20299_1993",1025
"20199_1993",873
"20078_1993",1025
"20290_1993",941
"20101_1993",1060
"20463_1993",1011
"20542_1993",1019
"20168_1993",872
"20018_1993",1021
"20371_1993",887
"20514_1993",834
"20121_1993",942
"20268_1993",849
"20008_1993",980
"20004_1993",835
"20331_1993",956
"20335_1993",928
"20282_1993",961
"20155_1993",811
"20432_1993",913
"20355_1993",945
"20209_1993",783
"20086_1993",791
"20322_1993",848
"20122_1993",816
"20186_1993",695
"20204_1993",790
"20114_1993",814
"20422_1993",825
"20404_1993",854
"20238_1993",810
"20316_1993",799
"20506_1993",824
"20140_1993",729
"20411_1993",699
"20228_1993",626
"20373_1993",743
"20215_1993",662
"20370_1993",763
"20096_1993",698
"20320_1993",707
"20224_1993",752
"20423_1993",697
"20035_1993",628
"20419_1993",693
"20138_1993",704
"20120_1993",724
"20311_1993",688
"20218_1993",547
"20416_1993",699
"20538_1993",655
"20443_1993",558
"20246_1993",650
"20100_1993",639
"20093_1993",633
"20172_1993",527
"20464_1993",634
"20288_1993",504
"20074_1993",443
"20196_1993",556
"20287_1993",534
"20383_1993",509
"20536_1993",577
"20552_1993",578
"20099_1993",431
"20119_1993",557
"20444_1993",557
"20524_1993",552
"20354_1993",556
"20376_1993",492
"20223_1993",497
"20493_1993",507
"20181_1993",527
"20471_1993",521
"20332_1993",481
"20430_1993",361
"20408_1993",436
"20147_1993",444
"20151_1993",445
"20503_1993",457
"20054_1993",469
"20476_1993",427
"20556_1993",407
"20191_1993",388
"20442_1993",410
